[2018-02-04 00:21:10,245] DEBUG    PluginManager Loading plugin: AnnounceZero
[2018-02-04 00:22:23,288] DEBUG    FileServer Conn#690 72.239.129.253 [?] > Connecting...
[2018-02-04 00:22:23,382] DEBUG    WorkerManager:1FTZ3b..P6tq 193.183.98.77:15441: No task found, stopping
[2018-02-04 00:22:23,382] DEBUG    WorkerManager:1FTZ3b..P6tq Removed worker, workers: 3/5
[2018-02-04 00:22:23,450] DEBUG    FileServer Conn#690 72.239.129.253 [?] > Closing connection: 72.239.129.253 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:23,451] DEBUG    FileServer Conn#691 90.53.132.193 [?] > Connecting...
[2018-02-04 00:22:23,483] DEBUG    WorkerManager:1FTZ3b..P6tq gfh35amdcndgjfuf.onion:15441: No task found, stopping
[2018-02-04 00:22:23,483] DEBUG    WorkerManager:1FTZ3b..P6tq Removed worker, workers: 2/5
[2018-02-04 00:22:23,483] DEBUG    WorkerManager:1FTZ3b..P6tq ormkxlzfekc44wyx.onion:15441: No task found, stopping
[2018-02-04 00:22:23,483] DEBUG    WorkerManager:1FTZ3b..P6tq Removed worker, workers: 1/5
[2018-02-04 00:22:23,510] DEBUG    FileServer Conn#685 zero.booth.moe [?] > Closing connection: zero.booth.moe#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:23,510] DEBUG    Site:1AHweG..5Gkq Announce to zero.booth.moe#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d:15441 failed: None
[2018-02-04 00:22:23,621] DEBUG    Site:1AHweG..5Gkq Http tracker explodie.org:6969/announce error: 'peers'
[2018-02-04 00:22:23,622] DEBUG    Site:1AHweG..5Gkq Announced types [] in mode startup to 5 trackers in 0.750s, errors: ['http://explodie.org:6969/announce', 'zero://zero.booth.moe#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d:15441'], slow: []
[2018-02-04 00:22:23,624] DEBUG    FileServer Conn#692 193.183.98.77 [?] > Connecting...
[2018-02-04 00:22:23,625] DEBUG    FileServer Conn#693 op4kxxt4s3mtnefn.onion [?] > Connecting...
[2018-02-04 00:22:23,625] DEBUG    FileServer Conn#693 op4kxxt4s3mtnefn.onion [?] > Closing connection: op4kxxt4s3mtnefn.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:23,625] DEBUG    FileServer Conn#694 qwywuy22m6gcelmz.onion [?] > Connecting...
[2018-02-04 00:22:23,625] DEBUG    FileServer Conn#694 qwywuy22m6gcelmz.onion [?] > Closing connection: qwywuy22m6gcelmz.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:23,634] DEBUG    FileServer Conn#695 107.140.80.174 [?] > Connecting...
[2018-02-04 00:22:23,635] DEBUG    FileServer Conn#696 gsoyk2ykwlizeze3.onion [?] > Connecting...
[2018-02-04 00:22:23,635] DEBUG    FileServer Conn#696 gsoyk2ykwlizeze3.onion [?] > Closing connection: gsoyk2ykwlizeze3.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:23,635] DEBUG    FileServer Conn#697 un6ksepuelivzm67.onion [?] > Connecting...
[2018-02-04 00:22:23,636] DEBUG    FileServer Conn#697 un6ksepuelivzm67.onion [?] > Closing connection: un6ksepuelivzm67.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:23,636] DEBUG    FileServer Conn#698 exc2qz4utmtmmcsi.onion [?] > Connecting...
[2018-02-04 00:22:23,636] DEBUG    FileServer Conn#698 exc2qz4utmtmmcsi.onion [?] > Closing connection: exc2qz4utmtmmcsi.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:23,636] DEBUG    FileServer Conn#699 v7of4q4iom6s3uvf.onion [?] > Connecting...
[2018-02-04 00:22:23,637] DEBUG    FileServer Conn#699 v7of4q4iom6s3uvf.onion [?] > Closing connection: v7of4q4iom6s3uvf.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:23,637] DEBUG    FileServer Conn#700 jxlbvluhcqyuctsc.onion [?] > Connecting...
[2018-02-04 00:22:23,637] DEBUG    FileServer Conn#700 jxlbvluhcqyuctsc.onion [?] > Closing connection: jxlbvluhcqyuctsc.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:23,646] DEBUG    WorkerManager:1FTZ3b..P6tq 107.140.80.174:15441: No task found, stopping
[2018-02-04 00:22:23,649] DEBUG    WorkerManager:1FTZ3b..P6tq Removed worker, workers: 0/5
[2018-02-04 00:22:23,649] DEBUG    WorkerManager:1FTZ3b..P6tq Starting new workers... (tasks: 1)
[2018-02-04 00:22:23,649] DEBUG    WorkerManager:1FTZ3b..P6tq Starting workers, tasks: 1, peers: 0, workers: 0
[2018-02-04 00:22:23,650] DEBUG    WorkerManager:1FTZ3b..P6tq Added worker: 193.183.98.77:15441, workers: 1/5
[2018-02-04 00:22:23,650] DEBUG    WorkerManager:1FTZ3b..P6tq Added worker: 107.140.80.174:15441, workers: 2/5
[2018-02-04 00:22:23,650] DEBUG    WorkerManager:1FTZ3b..P6tq Added worker: ormkxlzfekc44wyx.onion:15441, workers: 3/5
[2018-02-04 00:22:23,650] DEBUG    WorkerManager:1FTZ3b..P6tq Added worker: gfh35amdcndgjfuf.onion:15441, workers: 4/5
[2018-02-04 00:22:23,691] DEBUG    WorkerManager:1BhArU..t3wQ Timeout, Cleanup task: {'optional_hash_id': None, 'site': <Site 1BhArU..t3wQ>, 'done': False, 'size': 0, 'inner_path': 'content.json', 'peers': None, 'time_started': None, 'time_action': None, 'priority': 10000, 'failed': [], 'workers_num': 0, 'time_added': 1517703673.688867, 'evt': <gevent.event.AsyncResult object at 0x25fc910>}
[2018-02-04 00:22:23,691] DEBUG    Site:1BhArU..t3wQ Can't update content.json
[2018-02-04 00:22:23,691] DEBUG    FileServer Conn#692 193.183.98.77 [?] > Closing connection: 193.183.98.77 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 1, buff: 0...
[2018-02-04 00:22:23,692] DEBUG    Site:1BhArU..t3wQ Download content.json failed, check_modifications: False
[2018-02-04 00:22:23,694] DEBUG    WorkerManager:1FFuXJ..Rdkp Timeout, Skipping: {'optional_hash_id': None, 'site': <Site 1FFuXJ..Rdkp>, 'done': False, 'size': 0, 'inner_path': 'content.json', 'peers': None, 'time_started': 1517703674.42806, 'time_action': None, 'priority': 10000, 'failed': [<Peer:118.210.131.17>], 'workers_num': 0, 'time_added': 1517703673.689637, 'evt': <gevent.event.AsyncResult object at 0x28ed350>}
[2018-02-04 00:22:23,694] DEBUG    Site:1FFuXJ..Rdkp Can't update content.json
[2018-02-04 00:22:23,695] DEBUG    Site:1FFuXJ..Rdkp Download content.json failed, check_modifications: False
[2018-02-04 00:22:23,751] DEBUG    WorkerManager:1FTZ3b..P6tq 193.183.98.77:15441: No task found, stopping
[2018-02-04 00:22:23,751] DEBUG    WorkerManager:1FTZ3b..P6tq Removed worker, workers: 3/5
[2018-02-04 00:22:23,751] DEBUG    WorkerManager:1FTZ3b..P6tq 107.140.80.174:15441: No task found, stopping
[2018-02-04 00:22:23,752] DEBUG    WorkerManager:1FTZ3b..P6tq Removed worker, workers: 2/5
[2018-02-04 00:22:23,752] DEBUG    WorkerManager:1FTZ3b..P6tq ormkxlzfekc44wyx.onion:15441: No task found, stopping
[2018-02-04 00:22:23,752] DEBUG    WorkerManager:1FTZ3b..P6tq Removed worker, workers: 1/5
[2018-02-04 00:22:23,752] DEBUG    WorkerManager:1FTZ3b..P6tq gfh35amdcndgjfuf.onion:15441: No task found, stopping
[2018-02-04 00:22:23,752] DEBUG    WorkerManager:1FTZ3b..P6tq Removed worker, workers: 0/5
[2018-02-04 00:22:23,848] DEBUG    FileServer Conn#695 107.140.80.174 [?] > Closing connection: 107.140.80.174 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 1, buff: 0...
[2018-02-04 00:22:23,850] DEBUG    Site:1AHweG..5Gkq Queried listModifications from: [] in 0.226s
[2018-02-04 00:22:24,054] DEBUG    Site:1AHweG..5Gkq Bad files: {u'content.json': 3}
[2018-02-04 00:22:24,055] DEBUG    FileServer Conn#701 104.35.202.82 [?] > Connecting...
[2018-02-04 00:22:24,060] DEBUG    FileServer Conn#702 87.219.212.164 [?] > Connecting...
[2018-02-04 00:22:24,061] DEBUG    Site:1AHweG..5Gkq Retry 1 bad files
[2018-02-04 00:22:24,061] DEBUG    Site:1AHweG..5Gkq New downloadContent pool: len: 1
[2018-02-04 00:22:24,061] DEBUG    Site:1AHweG..5Gkq Ended downloadContent pool len: 1
[2018-02-04 00:22:24,061] DEBUG    Site:1AHweG..5Gkq Need connections: 6, Current: 0, Total: 10
[2018-02-04 00:22:24,067] DEBUG    FileServer Conn#703 gsoyk2ykwlizeze3.onion [?] > Connecting...
[2018-02-04 00:22:24,067] DEBUG    FileServer Conn#703 gsoyk2ykwlizeze3.onion [?] > Closing connection: gsoyk2ykwlizeze3.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,067] DEBUG    FileServer Conn#704 jxlbvluhcqyuctsc.onion [?] > Connecting...
[2018-02-04 00:22:24,068] DEBUG    FileServer Conn#704 jxlbvluhcqyuctsc.onion [?] > Closing connection: jxlbvluhcqyuctsc.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,068] DEBUG    FileServer Conn#705 qwywuy22m6gcelmz.onion [?] > Connecting...
[2018-02-04 00:22:24,068] DEBUG    FileServer Conn#705 qwywuy22m6gcelmz.onion [?] > Closing connection: qwywuy22m6gcelmz.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,075] DEBUG    FileServer Conn#706 exc2qz4utmtmmcsi.onion [?] > Connecting...
[2018-02-04 00:22:24,082] DEBUG    FileServer Conn#706 exc2qz4utmtmmcsi.onion [?] > Closing connection: exc2qz4utmtmmcsi.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,082] DEBUG    FileServer Conn#707 107.140.80.174 [?] > Connecting...
[2018-02-04 00:22:24,083] DEBUG    WorkerManager:1AHweG..5Gkq New task: content.json, peer lock: None, priority: 10000, optional_hash_id: None, tasks started: 1
[2018-02-04 00:22:24,083] DEBUG    WorkerManager:1AHweG..5Gkq Starting workers, tasks: 1, peers: 0, workers: 0
[2018-02-04 00:22:24,084] DEBUG    WorkerManager:1AHweG..5Gkq Added worker: 107.140.80.174:15441, workers: 1/5
[2018-02-04 00:22:24,084] DEBUG    WorkerManager:1AHweG..5Gkq Added worker: op4kxxt4s3mtnefn.onion:0, workers: 2/5
[2018-02-04 00:22:24,084] DEBUG    WorkerManager:1AHweG..5Gkq Added worker: 193.183.98.77:15441, workers: 3/5
[2018-02-04 00:22:24,084] DEBUG    WorkerManager:1AHweG..5Gkq Added worker: op4kxxt4s3mtnefn.onion:15441, workers: 4/5
[2018-02-04 00:22:24,084] DEBUG    WorkerManager:1AHweG..5Gkq Added worker: qwywuy22m6gcelmz.onion:15441, workers: 5/5
[2018-02-04 00:22:24,084] DEBUG    WorkerManager:1AHweG..5Gkq Added worker: gsoyk2ykwlizeze3.onion:15441, workers: 6/5
[2018-02-04 00:22:24,084] DEBUG    FileServer Conn#707 107.140.80.174 [?] > Closing connection: Send error: [Errno 32] Broken pipe, waiting_requests: 1, sites: 1, buff: 0...
[2018-02-04 00:22:24,109] DEBUG    Site:1TaLkF..jipT Signing: data/users/1Mr2r33XUTykaCR9yXLhqdkx2DaNa9EALD/data.json
[2018-02-04 00:22:24,110] INFO     Site:1TaLkF..jipT Opening site data directory: data/1TaLkFrMwvbNsooF4ioKAY9EuxTBTjipT/data/users/1Mr2r33XUTykaCR9yXLhqdkx2DaNa9EALD/...
[2018-02-04 00:22:24,111] INFO     Site:1TaLkF..jipT - data.json
[2018-02-04 00:22:24,112] INFO     Site:1TaLkF..jipT - [SKIPPED] content.json
[2018-02-04 00:22:24,112] INFO     Site:1TaLkF..jipT - [SKIPPED] data.json-old
[2018-02-04 00:22:24,112] DEBUG    Site:1TaLkF..jipT Changed files: [u'data/users/1Mr2r33XUTykaCR9yXLhqdkx2DaNa9EALD/content.json', u'data/users/1Mr2r33XUTykaCR9yXLhqdkx2DaNa9EALD/data.json']
[2018-02-04 00:22:24,112] INFO     Site:1TaLkF..jipT Adding timestamp and sha512sums to new content.json...
[2018-02-04 00:22:24,118] INFO     Site:1TaLkF..jipT Verifying private key...
[2018-02-04 00:22:24,160] INFO     Site:1TaLkF..jipT Correct 1Mr2r33XUTykaCR9yXLhqdkx2DaNa9EALD in valid signers: [u'1Mr2r33XUTykaCR9yXLhqdkx2DaNa9EALD', u'1TaLkFrMwvbNsooF4ioKAY9EuxTBTjipT']
[2018-02-04 00:22:24,162] INFO     Site:1TaLkF..jipT Signing data/users/1Mr2r33XUTykaCR9yXLhqdkx2DaNa9EALD/content.json...
[2018-02-04 00:22:24,293] INFO     Site:1TaLkF..jipT Saving to data/users/1Mr2r33XUTykaCR9yXLhqdkx2DaNa9EALD/content.json...
[2018-02-04 00:22:24,296] INFO     Site:1TaLkF..jipT File data/users/1Mr2r33XUTykaCR9yXLhqdkx2DaNa9EALD/content.json signed!
[2018-02-04 00:22:24,300] DEBUG    Site:1TaLkF..jipT data/users/1Mr2r33XUTykaCR9yXLhqdkx2DaNa9EALD/content.json loadContent same json file, skipping
[2018-02-04 00:22:24,305] INFO     Site:1TaLkF..jipT Publishing data/users/1Mr2r33XUTykaCR9yXLhqdkx2DaNa9EALD/content.json to 5/476 peers (connected: 6) diffs: [u'data.json'] (0.45k)...
[2018-02-04 00:22:24,320] DEBUG    FileServer Conn#507 120.42.70.28 [?] > Closing connection: Send error: This socket is already used by another greenlet: <bound method Waiter.switch of <gevent.hub.Waiter object at 0x2e7c780>>, waiting_requests: 1, sites: 1, buff: 0...
[2018-02-04 00:22:24,320] DEBUG    FileServer Conn#687 188.79.245.64 [?] > Closing connection: Send error: This socket is already used by another greenlet: <bound method Waiter.switch of <gevent.hub.Waiter object at 0x3c85a00>>, waiting_requests: 1, sites: 1, buff: 0...
[2018-02-04 00:22:24,321] DEBUG    FileServer Conn#675 63.139.207.2 [?] > Closing connection: Send error: This socket is already used by another greenlet: <bound method Waiter.switch of <gevent.hub.Waiter object at 0x3532aa0>>, waiting_requests: 1, sites: 1, buff: 0...
[2018-02-04 00:22:24,330] DEBUG    FileServer Conn#643 113.106.97.235 [?] > Closing connection: Send error: This socket is already used by another greenlet: <bound method Waiter.switch of <gevent.hub.Waiter object at 0x36ccf00>>, waiting_requests: 1, sites: 1, buff: 0...
[2018-02-04 00:22:24,330] DEBUG    FileServer Conn#524 128.189.191.10 [?] > Closing connection: Send error: This socket is already used by another greenlet: <bound method Waiter.switch of <gevent.hub.Waiter object at 0x3c5e640>>, waiting_requests: 1, sites: 1, buff: 0...
[2018-02-04 00:22:24,331] DEBUG    WorkerManager:1MaiL5..Ju27 120.42.70.28:15441: Verify failed: data/users/1NvXaQxDJEahS2G2AW5cVhaWnKF2xBfYMe/data.json, error: Download failed, failed peers: 3, workers: 0
[2018-02-04 00:22:24,331] DEBUG    WorkerManager:1MaiL5..Ju27 Removed worker, workers: 1/5
[2018-02-04 00:22:24,332] DEBUG    WorkerManager:1UDbAD..MkoV 188.79.245.64:15441: Verify failed: data/userdb/1JGuMMnqPZwHGPfh7ndbjodgTdoVznZ6CB/content.json, error: Download failed, failed peers: 2, workers: 0
[2018-02-04 00:22:24,347] DEBUG    FileServer Conn#708 220.164.161.135 [?] > Connecting...
[2018-02-04 00:22:24,356] DEBUG    FileServer Conn#709 2vg7ntbvbdaiegjv.onion [?] > Connecting...
[2018-02-04 00:22:24,356] DEBUG    FileServer Conn#709 2vg7ntbvbdaiegjv.onion [?] > Closing connection: 2vg7ntbvbdaiegjv.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,365] DEBUG    FileServer Conn#710 63.139.207.2 [?] > Connecting...
[2018-02-04 00:22:24,366] DEBUG    WorkerManager:1UDbAD..MkoV 128.189.191.10:51295: Verify failed: content.json, error: Download failed, failed peers: 4, workers: 1
[2018-02-04 00:22:24,370] DEBUG    FileServer Conn#711 73.56.129.105 [?] > Connecting...
[2018-02-04 00:22:24,371] DEBUG    FileServer Conn#712 un6ksepuelivzm67.onion [?] > Connecting...
[2018-02-04 00:22:24,377] DEBUG    FileServer Conn#712 un6ksepuelivzm67.onion [?] > Closing connection: un6ksepuelivzm67.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,378] DEBUG    FileServer Conn#713 op4kxxt4s3mtnefn.onion [?] > Connecting...
[2018-02-04 00:22:24,379] DEBUG    FileServer Conn#713 op4kxxt4s3mtnefn.onion [?] > Closing connection: op4kxxt4s3mtnefn.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,379] DEBUG    FileServer Conn#714 v7of4q4iom6s3uvf.onion [?] > Connecting...
[2018-02-04 00:22:24,379] DEBUG    FileServer Conn#714 v7of4q4iom6s3uvf.onion [?] > Closing connection: v7of4q4iom6s3uvf.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,380] DEBUG    FileServer Conn#715 193.183.98.77 [?] > Connecting...
[2018-02-04 00:22:24,390] DEBUG    FileServer Conn#702 87.219.212.164 [?] > Closing connection: 87.219.212.164 Connect error: error: [Errno 113] No route to host in ConnectionServer.py line 178 > Connection.py line 123 > _socket2.py line 231, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,439] DEBUG    FileServer Conn#715 193.183.98.77 [?] > Closing connection: 193.183.98.77 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,440] DEBUG    Site:1AHweG..5Gkq Connected before: 0, after: 0. Check site: False.
[2018-02-04 00:22:24,656] DEBUG    FileServer Conn#708 220.164.161.135 [?] > Closing connection: 220.164.161.135 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,658] DEBUG    FileServer Conn#716 84.19.181.25 [?] > Connecting...
[2018-02-04 00:22:24,690] DEBUG    FileServer Conn#716 84.19.181.25 [?] > Closing connection: 84.19.181.25 Connect error: error: [Errno 111] Connection refused in ConnectionServer.py line 178 > Connection.py line 123 > _socket2.py line 231, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,692] DEBUG    FileServer Conn#717 uzm64ousk2remcnc.onion [?] > Connecting...
[2018-02-04 00:22:24,692] DEBUG    FileServer Conn#717 uzm64ousk2remcnc.onion [?] > Closing connection: uzm64ousk2remcnc.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,698] DEBUG    FileServer Conn#718 xm37mr4v37nisvjm.onion [?] > Connecting...
[2018-02-04 00:22:24,698] DEBUG    FileServer Conn#718 xm37mr4v37nisvjm.onion [?] > Closing connection: xm37mr4v37nisvjm.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,700] DEBUG    FileServer Conn#719 112.102.69.56 [?] > Connecting...
[2018-02-04 00:22:24,882] DEBUG    FileServer Conn#720 zero.booth.moe [?] > Connecting...
[2018-02-04 00:22:24,914] DEBUG    Site:1FTZ3b..P6tq Small number of peers detected...query all of peers using pex
[2018-02-04 00:22:24,914] DEBUG    FileServer Conn#721 ormkxlzfekc44wyx.onion [?] > Connecting...
[2018-02-04 00:22:24,914] DEBUG    FileServer Conn#721 ormkxlzfekc44wyx.onion [?] > Closing connection: ormkxlzfekc44wyx.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,915] DEBUG    FileServer Conn#722 107.140.80.174 [?] > Connecting...
[2018-02-04 00:22:24,944] DEBUG    FileServer Conn#719 112.102.69.56 [?] > Closing connection: 112.102.69.56 Connect error: error: [Errno 111] Connection refused in ConnectionServer.py line 178 > Connection.py line 123 > _socket2.py line 231, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,947] DEBUG    FileServer Conn#723 6gbcregxlphfshpk.onion [?] > Connecting...
[2018-02-04 00:22:24,947] DEBUG    FileServer Conn#723 6gbcregxlphfshpk.onion [?] > Closing connection: 6gbcregxlphfshpk.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,949] DEBUG    FileServer Conn#724 74pc7uocxrxowkan.onion [?] > Connecting...
[2018-02-04 00:22:24,949] DEBUG    FileServer Conn#724 74pc7uocxrxowkan.onion [?] > Closing connection: 74pc7uocxrxowkan.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:24,963] DEBUG    FileServer Conn#725 88.157.142.82 [?] > Connecting...
[2018-02-04 00:22:25,039] DEBUG    FileServer Conn#725 88.157.142.82 [?] > Closing connection: 88.157.142.82 Connect error: error: [Errno 111] Connection refused in ConnectionServer.py line 178 > Connection.py line 123 > _socket2.py line 231, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:25,042] DEBUG    FileServer Conn#726 60.3.152.71  [?] > Connecting...
[2018-02-04 00:22:25,120] DEBUG    FileServer Conn#722 107.140.80.174 [?] > Closing connection: 107.140.80.174 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:25,120] DEBUG    FileServer Conn#727 gfh35amdcndgjfuf.onion [?] > Connecting...
[2018-02-04 00:22:25,121] DEBUG    FileServer Conn#727 gfh35amdcndgjfuf.onion [?] > Closing connection: gfh35amdcndgjfuf.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:25,121] DEBUG    FileServer Conn#728 193.183.98.77 [?] > Connecting...
[2018-02-04 00:22:25,169] DEBUG    FileServer Conn#728 193.183.98.77 [?] > Closing connection: 193.183.98.77 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:25,169] DEBUG    Site:1FTZ3b..P6tq Queried pex from 0 peers got 0 new peers.
[2018-02-04 00:22:25,188] DEBUG    WorkerManager:1AHweG..5Gkq op4kxxt4s3mtnefn.onion:0: Verify failed: content.json, error: Download failed, failed peers: 0, workers: 1
[2018-02-04 00:22:25,188] DEBUG    FileServer Conn#729 193.183.98.77 [?] > Connecting...
[2018-02-04 00:22:25,189] DEBUG    FileServer Conn#730 op4kxxt4s3mtnefn.onion [?] > Connecting...
[2018-02-04 00:22:25,189] DEBUG    FileServer Conn#730 op4kxxt4s3mtnefn.onion [?] > Closing connection: op4kxxt4s3mtnefn.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:25,189] DEBUG    WorkerManager:1AHweG..5Gkq op4kxxt4s3mtnefn.onion:15441: Verify failed: content.json, error: Download failed, failed peers: 1, workers: 2
[2018-02-04 00:22:25,189] DEBUG    FileServer Conn#731 qwywuy22m6gcelmz.onion [?] > Connecting...
[2018-02-04 00:22:25,190] DEBUG    FileServer Conn#731 qwywuy22m6gcelmz.onion [?] > Closing connection: qwywuy22m6gcelmz.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:25,190] DEBUG    WorkerManager:1AHweG..5Gkq qwywuy22m6gcelmz.onion:15441: Verify failed: content.json, error: Download failed, failed peers: 2, workers: 2
[2018-02-04 00:22:25,190] DEBUG    FileServer Conn#732 gsoyk2ykwlizeze3.onion [?] > Connecting...
[2018-02-04 00:22:25,190] DEBUG    FileServer Conn#732 gsoyk2ykwlizeze3.onion [?] > Closing connection: gsoyk2ykwlizeze3.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:25,190] DEBUG    WorkerManager:1AHweG..5Gkq gsoyk2ykwlizeze3.onion:15441: Verify failed: content.json, error: Download failed, failed peers: 3, workers: 2
[2018-02-04 00:22:25,238] DEBUG    FileServer Conn#729 193.183.98.77 [?] > Closing connection: 193.183.98.77 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:25,238] DEBUG    WorkerManager:1AHweG..5Gkq 193.183.98.77:15441: Verify failed: content.json, error: Download failed, failed peers: 4, workers: 1
[2018-02-04 00:22:25,279] DEBUG    Site:1LyXfj..QXGR Http tracker explodie.org:6969/announce error: 'peers'
